iter	Logloss
167	0.2785177861
168	0.2784656884
169	0.2784256796
170	0.2783738095
171	0.2783216982
172	0.2782698945
173	0.2782080593
174	0.2781483795
175	0.2780937554
176	0.2780404626
177	0.2779948736
178	0.2779359069
179	0.2778703812
180	0.2778105536
181	0.2777774119
182	0.2777230695
183	0.2776649273
184	0.277607326
185	0.277564916
186	0.2775062487
187	0.277453572
188	0.2774037069
189	0.2773504892
190	0.2772954237
191	0.2772472049
192	0.2771998513
193	0.27716292
194	0.277123343
195	0.2770673104
196	0.2770029061
197	0.2769429572
198	0.2769068471
199	0.2768556091
200	0.2768046917
201	0.2767553961
202	0.276709782
203	0.2766609919
204	0.2766258126
205	0.2765785234
206	0.2765368996
207	0.2764868181
208	0.2764561308
209	0.2764067741
210	0.2763527094
211	0.276293637
212	0.2762412147
213	0.2761965057
214	0.2761460958
215	0.2761039762
216	0.276047237
217	0.2759924427
218	0.2759602416
219	0.2759059633
220	0.2758644128
221	0.2758179437
222	0.2757855034
223	0.2757393591
224	0.2756926914
225	0.2756573744
226	0.275599065
227	0.2755399209
228	0.2755000189
229	0.2754501608
230	0.2753958586
231	0.2753359613
232	0.2752807389
233	0.2752268295
234	0.2751738493
235	0.2751172434
236	0.2750678232
237	0.2750321616
238	0.2749833557
239	0.2749373354
240	0.2748824901
241	0.2748354282
242	0.2747865601
243	0.2747625453
244	0.2747045793
245	0.2746605794
246	0.2746100873
247	0.2745787812
248	0.2745286097
249	0.2744723239
250	0.274425088
251	0.2743786519
252	0.2743329339
253	0.2742946986
254	0.2742461128
255	0.2741999309
256	0.2741396828
257	0.2741085695
258	0.2740744273
259	0.2740264053
260	0.2739771216
261	0.273936498
262	0.273891595
263	0.2738432074
264	0.2738027024
265	0.2737480942
266	0.2737201075
267	0.2736833803
268	0.2736296316
269	0.2735832014
270	0.2735326026
271	0.2734899489
272	0.2734436133
273	0.2733858964
274	0.2733343682
275	0.2732835888
276	0.2732364974
277	0.2731786378
278	0.2731404737
279	0.2731042171
280	0.2730530887
281	0.2730104057
282	0.2729494659
283	0.2728980538
284	0.2728621133
285	0.2728076313
286	0.2727774014
287	0.2727313793
288	0.2726815649
289	0.2726352827
290	0.2725795893
291	0.2725267
292	0.2724979129
293	0.2724505456
294	0.2724232427
295	0.2723860838
296	0.2723336383
297	0.2722979252
298	0.272276888
299	0.2722193552
300	0.272178218
301	0.2721286755
302	0.2720826858
303	0.272033235
304	0.271973143
305	0.271925369
306	0.2718761343
307	0.2718304343
308	0.27177031
309	0.2717246942
310	0.271680201
311	0.2716423336
312	0.2715929998
313	0.2715573306
314	0.2715011032
315	0.2714474615
316	0.2713978053
317	0.2713478173
318	0.2713015428
319	0.2712642948
320	0.2712251915
321	0.2711734156
322	0.2711250897
323	0.2710931872
324	0.2710420913
325	0.2709978652
326	0.2709506103
327	0.2709043494
328	0.2708677539
329	0.270832438
330	0.2707903077
331	0.2707673048
332	0.2707174478
333	0.2706839777
334	0.2706382422
335	0.2705964178
336	0.2705465189
337	0.2705039313
338	0.2704604504
339	0.2704142019
340	0.2703748206
341	0.2703279366
342	0.270290598
343	0.2702508265
344	0.2702039522
345	0.270160348
346	0.2701190191
347	0.2700879922
348	0.2700372982
349	0.270000122
350	0.2699664217
351	0.269920622
352	0.2698587908
353	0.2698125585
354	0.2697495199
355	0.2697113263
356	0.2696735899
357	0.2696270554
358	0.2695839955
359	0.2695389519
360	0.2695078019
361	0.2694598248
362	0.2694183911
363	0.2694096006
364	0.2693624503
365	0.2693091436
366	0.2692678842
367	0.26922661
368	0.2691709436
369	0.269119071
370	0.2690669826
371	0.2690221557
372	0.268986266
373	0.2689407261
374	0.2688942728
375	0.2688398888
376	0.2688087913
377	0.2687636176
378	0.268717814
379	0.2686698968
380	0.2686267607
381	0.2685679578
382	0.2685212218
383	0.2684764704
384	0.2684235365
385	0.2683726068
386	0.2683201477
387	0.2682878739
388	0.2682487106
389	0.268201218
390	0.2681513987
391	0.2681056707
392	0.2680681959
393	0.2680216515
394	0.2679652196
395	0.2679216485
396	0.2678799522
397	0.2678401641
398	0.2677990318
399	0.2677632264
400	0.267715402
401	0.2676761313
402	0.2676265947
403	0.2675787959
404	0.2675327397
405	0.267490332
406	0.2674539538
407	0.2674057204
408	0.2673607518
409	0.2673107984
410	0.2672777825
411	0.2672454964
412	0.2672134804
413	0.2671625306
414	0.2671121362
415	0.2670683817
416	0.2670237717
417	0.2669898042
418	0.2669708465
419	0.266925964
420	0.2668951286
421	0.2668649878
422	0.2668257195
423	0.2667820087
424	0.2667347523
425	0.2666935559
426	0.2666544897
427	0.2666068961
428	0.2665654661
429	0.2665207227
430	0.2664867551
431	0.2664508202
432	0.2664087627
433	0.2663596272
434	0.2663223568
435	0.2662818889
436	0.2662453911
437	0.2662034271
438	0.2661601122
439	0.2661102627
440	0.2660705635
441	0.2660293595
442	0.2659738687
443	0.2659306571
444	0.2658837777
445	0.2658396079
446	0.2658044095
447	0.2657672736
448	0.2657189787
449	0.2656871879
450	0.2656554713
451	0.2656181001
452	0.2655805798
453	0.2655389554
454	0.2654989804
455	0.2654641309
456	0.2654337263
457	0.2653910689
458	0.2653463182
459	0.2653063565
460	0.2652609577
461	0.2652259808
462	0.2651895588
463	0.2651552159
464	0.2651188972
465	0.2650942869
466	0.2650517967
467	0.2650095357
468	0.2649579504
469	0.2649233921
470	0.264874338
471	0.264832475
472	0.2647959442
473	0.2647535253
474	0.2647145828
475	0.2646725086
476	0.2646334871
477	0.2645933494
478	0.2645556146
479	0.2645137995
480	0.2644704279
481	0.2644349598
482	0.2643967696
483	0.2643531979
484	0.2643157668
485	0.2642803255
486	0.2642295588
487	0.2642100662
488	0.2641706401
489	0.264126438
490	0.264082983
491	0.2640531836
492	0.2640076996
493	0.2639788967
494	0.2639460907
495	0.2639003117
496	0.2638567128
497	0.2638202465
498	0.2637759686
499	0.2637225426
500	0.2636862073
501	0.2636470845
502	0.2636008144
503	0.2635482056
504	0.2634948663
505	0.2634499087
506	0.2634114396
507	0.2633724192
508	0.2633236637
509	0.2632749106
510	0.2632358934
511	0.2631914296
512	0.2631558142
513	0.2631172488
514	0.26307952
515	0.2630567328
516	0.2630186669
517	0.263000426
518	0.262947386
519	0.2628906501
520	0.2628621324
521	0.2628175186
522	0.2627944833
523	0.2627505921
524	0.2627038569
525	0.2626709181
526	0.2626411034
527	0.2626051663
528	0.2625603693
529	0.2625177461
530	0.2624720773
531	0.2624218259
532	0.2623791422
533	0.2623332164
534	0.2622961104
535	0.2622646207
536	0.262238633
537	0.2621950267
538	0.2621549458
539	0.2621245758
540	0.2620984026
541	0.2620627039
542	0.2620338407
543	0.2620160232
544	0.2619717961
545	0.2619189538
546	0.2618828352
547	0.2618433537
548	0.2618320191
549	0.2617949804
550	0.2617595465
551	0.2617246421
552	0.2616866742
553	0.2616428205
554	0.2615962099
555	0.2615550973
556	0.2615179008
557	0.2614655865
558	0.2614296747
559	0.2613867442
560	0.2613505927
561	0.2613247644
562	0.2612843749
563	0.2612447493
564	0.2612053644
565	0.2611670442
566	0.2611223298
567	0.2610848214
568	0.26104214
569	0.2610044055
570	0.2609831021
571	0.2609450482
572	0.2609043898
573	0.2608734799
574	0.2608222901
575	0.2607896877
576	0.2607544067
577	0.2607151266
578	0.2606729559
579	0.2606359749
580	0.2606035709
581	0.2605642487
582	0.2605387359
583	0.2604895504
584	0.260470261
585	0.2604295563
586	0.2603937647
587	0.2603522468
588	0.2603076617
589	0.2602813011
590	0.2602420859
591	0.2601994318
592	0.2601544433
593	0.2601155729
594	0.260078005
595	0.2600399582
596	0.2600015653
597	0.259954253
598	0.2599232823
599	0.2598924451
600	0.2598665934
601	0.2598303796
602	0.2597783724
603	0.2597521131
604	0.2597034473
605	0.2596781642
606	0.259641535
607	0.2596148524
608	0.2595716195
609	0.2595318353
610	0.2594891374
611	0.2594529859
612	0.259417517
613	0.2593826677
614	0.2593405691
615	0.2593043928
616	0.2592636936
617	0.259221539
618	0.2591839684
619	0.2591465183
620	0.2591084693
621	0.2590690703
622	0.2590315476
623	0.2589945271
624	0.2589488065
625	0.2589072756
626	0.2588694793
627	0.2588302843
628	0.2587910082
629	0.258760027
630	0.2587162873
631	0.2586858329
632	0.2586442075
633	0.2585968924
634	0.2585608895
635	0.2585290746
636	0.2585060482
637	0.2584614365
638	0.258430707
639	0.2583865155
640	0.258343409
641	0.2583149034
642	0.2582740198
643	0.2582334562
644	0.2581951185
645	0.2581511357
646	0.2581222195
647	0.2580833281
648	0.2580391052
649	0.2579859319
650	0.2579416794
651	0.2578997593
652	0.2578524221
653	0.2578116461
654	0.2577732787
655	0.2577280346
656	0.2576982413
657	0.2576707824
658	0.2576263915
659	0.257590482
660	0.257550477
661	0.2575167353
662	0.2574800405
663	0.2574376375
664	0.2573948824
665	0.2573627508
666	0.2573422524
667	0.2573055884
668	0.2572745987
669	0.257222143
670	0.2571859949
671	0.2571516009
672	0.2571226697
673	0.2570888011
674	0.2570502926
675	0.2570151305
676	0.2569724177
677	0.2569306514
678	0.2569008918
679	0.2568576177
680	0.2568159922
681	0.2567758405
682	0.2567445085
683	0.2567020261
684	0.2566660414
685	0.2566245634
686	0.2565920779
687	0.2565473449
688	0.2565099946
689	0.2564750326
690	0.2564344915
691	0.2564037866
692	0.2563565821
693	0.2563187057
694	0.2562812847
695	0.2562424588
696	0.2561976312
697	0.2561598411
698	0.2561254618
699	0.2560899244
700	0.2560555543
701	0.2560162498
702	0.2559769502
703	0.255939577
704	0.2558986447
705	0.2558573553
706	0.2558213884
707	0.2557872538
708	0.255753253
709	0.2557097237
710	0.2556706922
711	0.2556288971
712	0.2555885383
713	0.25554639
714	0.2555010427
715	0.2554691677
716	0.2554312025
717	0.2553955788
718	0.2553604027
719	0.2553252178
720	0.2552742233
721	0.2552491623
722	0.25521781
723	0.2551886623
724	0.2551692779
725	0.2551239903
726	0.255071225
727	0.2550353569
728	0.2550004131
729	0.2549580697
730	0.2549084034
731	0.2548719843
732	0.2548418053
733	0.2548115761
734	0.2547660969
735	0.2547347
736	0.2546896897
737	0.2546436568
738	0.2546101259
739	0.254567179
740	0.2545369409
741	0.2545030131
742	0.2544752146
743	0.2544371226
744	0.2544009418
745	0.2543847391
746	0.2543501795
747	0.2543099075
748	0.2542570981
749	0.2542149145
750	0.254184272
751	0.2541466513
752	0.254116115
753	0.2540788327
754	0.2540384238
755	0.2540129615
756	0.2539733545
757	0.2539416029
758	0.2539132194
759	0.2538726904
760	0.2538372346
761	0.2538081861
762	0.2537774682
763	0.2537399863
764	0.2537024312
765	0.2536621414
766	0.2536153017
767	0.2535783287
768	0.2535319812
769	0.2535049738
770	0.2534840455
771	0.2534389657
772	0.2534071042
773	0.2533653367
774	0.2533310686
775	0.2532936038
776	0.2532646865
777	0.2532222996
778	0.2531905033
779	0.2531549803
780	0.2531200821
781	0.2530839201
782	0.253042289
783	0.2529981929
784	0.252956574
785	0.2529127186
786	0.2528860193
787	0.2528593119
788	0.2528183093
789	0.252789543
790	0.2527454394
791	0.2527128131
792	0.2526849698
793	0.2526387308
794	0.2525964367
795	0.2525682522
796	0.2525358471
797	0.2525021532
798	0.2524606253
799	0.252411673
800	0.2523933978
801	0.252372577
802	0.2523310607
803	0.252298783
804	0.2522595226
805	0.2522202284
806	0.2521902732
807	0.2521708135
808	0.2521342406
809	0.2520996854
810	0.2520705048
811	0.252028231
812	0.2519932643
813	0.2519560173
814	0.2519187836
815	0.2518905407
816	0.2518508122
817	0.251812615
818	0.2517710077
819	0.2517333487
820	0.2516987607
821	0.2516983242
822	0.2516711825
823	0.2516293459
824	0.2515876864
825	0.2515651181
826	0.2515296986
827	0.2514880582
828	0.2514539054
829	0.2514166837
830	0.2513940947
831	0.2513623565
832	0.2513258231
833	0.2512954857
834	0.2512560733
835	0.2512086725
836	0.2511710276
837	0.2511284413
838	0.2510962233
839	0.2510543024
840	0.2510246705
841	0.2509887951
842	0.25094777
843	0.2509150495
844	0.250881048
845	0.2508317365
846	0.2507884033
847	0.2507512112
848	0.2507199503
849	0.2506873504
850	0.2506560853
851	0.2506180595
852	0.2505773479
853	0.2505483639
854	0.2505121447
855	0.2504778315
856	0.2504595956
857	0.250423623
858	0.2504175364
859	0.2503913013
860	0.2503518672
861	0.2503204436
862	0.2502778003
863	0.2502455051
864	0.250203652
865	0.2501669334
866	0.250131236
867	0.2500872457
868	0.2500442904
869	0.250006307
870	0.2499880435
871	0.2499610042
872	0.2499325677
873	0.2499019701
874	0.2498451098
875	0.2498064427
876	0.2497737404
877	0.2497387154
878	0.249702228
879	0.2496661816
880	0.2496277411
881	0.249601243
882	0.2495553732
883	0.2495274469
884	0.2494922992
885	0.2494635657
886	0.2494288871
887	0.249399166
888	0.249356915
889	0.2493180664
890	0.2492737537
891	0.2492328402
892	0.2491980491
893	0.2491565978
894	0.2491134623
895	0.2490792622
896	0.2490416087
897	0.2490027976
898	0.2489771134
899	0.2489440401
900	0.2489117347
901	0.2488735798
902	0.2488386845
903	0.2488118082
904	0.248778927
905	0.2487378461
906	0.248701535
907	0.2486845228
908	0.2486508449
909	0.2486125069
910	0.2485832279
911	0.2485485676
912	0.2485237067
913	0.2484840437
914	0.2484491459
915	0.2484130753
916	0.2483886013
917	0.248341689
918	0.2483101961
919	0.248287182
920	0.2482411219
921	0.2482164239
922	0.2481801593
923	0.2481475012
924	0.2481233499
925	0.2480888874
926	0.2480520625
927	0.2480110596
928	0.2479817884
929	0.2479444084
930	0.247909064
931	0.247872978
932	0.247833062
933	0.2477883379
934	0.2477498169
935	0.2477130681
936	0.2476854568
937	0.2476493317
938	0.2476139421
939	0.2475841429
940	0.2475534763
941	0.2475190387
942	0.2474872006
943	0.247446146
944	0.2474106864
945	0.2473790497
946	0.2473506838
947	0.2473146813
948	0.2472928798
949	0.2472605963
950	0.2472333649
951	0.2472236005
952	0.2471871462
953	0.2471552319
954	0.2471090069
955	0.2470690028
956	0.2470341918
957	0.2470055433
958	0.2469752625
959	0.2469366159
960	0.2468957946
961	0.2468594365
962	0.2468295451
963	0.2468017375
964	0.2467657037
965	0.246728659
966	0.2466962403
967	0.246668001
968	0.246642239
969	0.2466095275
970	0.2465664331
971	0.2465302893
972	0.2464872364
973	0.2464588387
974	0.2464302631
975	0.2463986594
976	0.2463627562
977	0.2463301083
978	0.2462943332
979	0.2462546997
980	0.246226451
981	0.2462042942
982	0.246166137
983	0.246130514
984	0.2460910107
985	0.2460587424
986	0.2460360336
987	0.2460025143
988	0.2459693392
989	0.2459489807
990	0.2459088395
991	0.2458859088
992	0.245850456
993	0.2458192534
994	0.2457847437
995	0.2457399203
996	0.2457049346
997	0.2456633493
998	0.2456312155
999	0.2455950017
